,Unnamed: 0,frame_id,img_timestamp,identified_person,identification_confidence,face_id,age_low,age_high,smile,eyeglasses,sunglasses,gender,beard,mustache,eyesopen,mouthopen,confused,calm,happy,disgusted,angry,fear,sad,surprised,emotions,emotion0,cum_emotions,cum0_emotions,min_timestamp,min_upgrade,main_emotion,mainE_confidence
0,5,//Users/rentaluser/desktop/thesisVideo/videos/FullVideo/videoFaceAnalysis_temp_pilotTeam1VeroRound3/00003.png,17,P2,99.99720001220699,3,14,26,True,False,False,Female,False,False,True,True,0.0942227691411972,0.0231275167316198,99.65499877929692,0.0560337491333485,0.027918454259634,0.0424919165670872,0.0210067164152861,0.0802014023065567,99.67636075057094,99.76695594750349,99.67636075057094,99.76695594750349,0.2833333333333333,0.17,happy,99.65499877929692
1,8,//Users/rentaluser/desktop/thesisVideo/videos/FullVideo/videoFaceAnalysis_temp_pilotTeam1VeroRound3/00004.png,37,P2,99.9869003295898,3,16,28,False,False,False,Female,False,False,True,False,5.914185047149661,87.1641311645508,0.5520599484443659,1.62794029712677,0.6601988673210141,0.19897055625915502,3.5702824592590297,0.31224021315574607,-2.2483732998371204,1.1190341413021136,97.42798745073381,100.8859900888056,0.6166666666666667,0.37,calm,87.1641311645508
2,11,//Users/rentaluser/desktop/thesisVideo/videos/FullVideo/videoFaceAnalysis_temp_pilotTeam1VeroRound3/00005.png,57,P2,99.9869003295898,3,19,31,False,False,False,Female,False,False,True,False,9.26266384124756,74.12364196777341,0.313019007444382,0.682512938976288,2.1397030353546103,0.35216099023819,12.9686784744263,0.157609656453133,5.985994383692766,-5.705440953373934,103.41398183442658,95.18054913543166,0.95,0.57,calm,74.12364196777341
3,13,//Users/rentaluser/desktop/thesisVideo/videos/FullVideo/videoFaceAnalysis_temp_pilotTeam1VeroRound3/00006.png,77,P2,99.98889923095699,2,14,26,False,False,False,Female,False,False,True,False,1.16551542282104,94.0690155029297,1.06345272064209,0.329772382974625,0.612541198730469,0.259260028600693,2.22966837882996,0.27077460289001504,2.9404091238975623,-0.412979185581216,106.35439095832415,94.76756994985044,1.2833333333333334,1.17,calm,94.0690155029297
4,16,//Users/rentaluser/desktop/thesisVideo/videos/FullVideo/videoFaceAnalysis_temp_pilotTeam1VeroRound3/00007.png,97,P2,99.98889923095699,2,13,25,False,False,False,Female,False,False,True,False,8.30443286895752,82.1822204589844,0.203337848186493,0.7113135457038879,0.8422881364822391,0.13401779532432598,7.486215114593509,0.136175781488419,-0.21371173858642137,-0.2618525028228791,106.14067921973772,94.50571744702756,1.6166666666666667,1.37,calm,82.1822204589844
5,19,//Users/rentaluser/desktop/thesisVideo/videos/FullVideo/videoFaceAnalysis_temp_pilotTeam1VeroRound3/00008.png,117,P2,99.9954986572266,2,13,23,False,False,False,Female,False,False,True,False,1.3122802972793601,96.8316497802734,0.12128122895956,0.0779479295015335,0.175169557332993,0.0270086191594601,1.41642570495605,0.0382425077259541,0.38789939135312357,-0.17073053866624227,106.52857861109085,94.33498690836132,1.95,1.5699999999999998,calm,96.8316497802734
6,22,//Users/rentaluser/desktop/thesisVideo/videos/FullVideo/videoFaceAnalysis_temp_pilotTeam1VeroRound3/00009.png,137,P2,99.98889923095699,2,13,23,False,False,False,Female,False,False,True,False,0.37138029932975797,45.9452896118164,51.8260307312012,0.42794531583785994,0.293330192565918,0.13895803689956698,0.5116947889328,0.485373228788376,52.45606136322024,51.58877199888232,158.9846399743111,145.92375890724364,2.283333333333333,2.17,happy,51.8260307312012
7,24,//Users/rentaluser/desktop/thesisVideo/videos/FullVideo/videoFaceAnalysis_temp_pilotTeam1VeroRound3/00010.png,157,P2,99.98889923095699,1,12,22,False,False,False,Female,False,False,True,False,50.78076171875,45.9326095581055,0.5710436105728149,0.500243782997131,0.33401945233345004,0.0469483323395252,0.47956997156143205,1.35480320453644,-48.49462093040347,51.439723659306765,110.49001904390764,197.3634825665504,2.6166666666666667,2.37,calm,45.9326095581055
8,28,//Users/rentaluser/desktop/thesisVideo/videos/FullVideo/videoFaceAnalysis_temp_pilotTeam1VeroRound3/00011.png,177,P2,99.98889923095699,2,19,31,False,False,False,Female,False,False,True,False,0.258020579814911,96.3172454833984,0.111688673496246,0.141080558300018,0.499727308750153,0.0389349311590195,2.59269833564758,0.0405986644327641,2.8845467753708336,-2.7842633537948105,113.37456581927847,194.5792192127556,2.95,2.57,calm,96.3172454833984
9,30,//Users/rentaluser/desktop/thesisVideo/videos/FullVideo/videoFaceAnalysis_temp_pilotTeam1VeroRound3/00012.png,197,P2,99.9954986572266,1,12,22,False,False,False,Female,False,False,False,False,0.044502217322587995,99.52371215820308,0.182875275611877,0.0212861988693476,0.0262055769562721,0.0119658838957548,0.144609272480011,0.0448326952755451,0.3447002880275244,0.09207502380013419,113.719266107306,194.67129423655572,3.283333333333333,3.17,calm,99.52371215820308
10,34,//Users/rentaluser/desktop/thesisVideo/videos/FullVideo/videoFaceAnalysis_temp_pilotTeam1VeroRound3/00013.png,217,P2,99.9869003295898,3,13,25,False,False,False,Female,False,False,False,False,0.8883568644523621,32.7344741821289,0.32075333595275896,0.74867981672287,3.5284829139709504,2.2933299541473398,57.0647048950195,2.42122030258179,63.9914547204971,-55.41820716857907,177.7107208278031,139.25308706797665,3.6166666666666667,3.37,sad,57.0647048950195
11,36,//Users/rentaluser/desktop/thesisVideo/videos/FullVideo/videoFaceAnalysis_temp_pilotTeam1VeroRound3/00014.png,237,P2,99.9954986572266,2,19,31,False,False,False,Female,False,False,True,False,2.29595398902893,78.8008193969727,6.1960186958313,6.626919746398929,0.91795140504837,0.307777673006058,4.64648246765137,0.208081170916557,3.353437677025795,-3.183522090315825,181.0641585048289,136.06956497766083,3.95,3.57,calm,78.8008193969727
