,Unnamed: 0,frame_id,img_timestamp,identified_person,identification_confidence,face_id,age_low,age_high,smile,eyeglasses,sunglasses,gender,beard,mustache,eyesopen,mouthopen,confused,calm,happy,disgusted,angry,fear,sad,surprised,emotions,min_timestamp,min_upgrade,main_emotion,mainE_confidence
10,32,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00011.png,177,P2,99.9869003295898,2,22,34,False,False,False,Female,False,False,True,False,2.80630207061768,90.4665145874023,0.23236668109893802,0.467023074626923,1.4443656206131001,0.31485778093338,4.107051372528081,0.161513715982437,92.82362905144687,2.95,2.57,calm,90.4665145874023
11,36,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00012.png,197,P2,99.99720001220699,3,12,22,True,False,False,Female,False,False,True,True,0.0590421184897423,0.0234421994537115,99.4722366333008,0.0595712289214134,0.0710000917315483,0.12372878938913301,0.0691418647766113,0.12184482812881499,99.51532348059119,3.283333333333333,3.17,happy,99.4722366333008
12,38,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00013.png,217,P2,99.98889923095699,2,13,25,False,False,False,Female,False,False,True,False,1.35660815238953,90.42782592773442,6.0081882476806605,0.63575279712677,0.29057127237319896,0.10357306897640199,0.9475345015525821,0.22994038462638897,95.80812631547455,3.6166666666666667,3.37,calm,90.42782592773442
13,41,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00014.png,237,P2,99.9869003295898,2,12,22,False,False,False,Female,False,False,True,False,0.448568105697632,96.30807495117192,1.5155930519103997,0.220884129405022,0.280250012874603,0.0658193901181221,1.01171875,0.149075821042061,98.5294409617782,3.95,3.57,calm,96.30807495117192
14,44,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00015.png,257,P2,99.98889923095699,2,13,23,False,False,False,Female,False,False,True,False,1.44824242591858,94.33987426757808,0.178582668304443,0.17104300856590302,0.488834500312805,0.11408893764019,3.1543717384338397,0.104956761002541,96.53324556350704,4.283333333333333,4.17,calm,94.33987426757808
15,47,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00016.png,277,P2,99.9869003295898,2,13,23,False,False,False,Female,False,False,True,False,3.68069958686829,12.330463409423801,0.0807074680924416,0.21690891683101698,0.214148074388504,0.103868298232555,0.14480066299438502,83.2283935546875,91.99703636765477,4.616666666666666,4.37,surprised,83.2283935546875
16,49,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00017.png,297,P2,99.98889923095699,1,18,30,False,False,False,Female,False,False,True,False,11.8056020736694,59.078575134277294,5.78088235855103,2.3248260021209703,2.28560185432434,1.2881395816803,2.20791435241699,15.2284622192383,69.1628682613373,4.95,4.57,calm,59.078575134277294
17,54,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00018.png,317,P2,99.98889923095699,3,13,25,True,False,False,Female,False,False,True,False,1.0239114761352501,10.9733991622925,83.4864959716797,3.0417327880859397,0.289692431688309,0.129519239068031,0.776777982711792,0.27847400307655296,91.60967604815964,5.283333333333333,5.17,happy,83.4864959716797
18,57,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00019.png,337,P2,99.98889923095699,3,13,25,False,False,False,Female,False,False,True,True,4.276197433471681,16.6770420074463,20.5661849975586,3.1014175415039102,1.4871312379837,1.4606529474258403,1.63079905509949,50.800575256347706,82.32346463203436,5.616666666666666,5.37,surprised,50.800575256347706
19,60,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00020.png,357,P2,99.98889923095699,3,12,22,False,False,False,Female,False,False,True,False,0.526802659034729,90.88299560546879,7.47582912445068,0.330837547779083,0.132329791784286,0.0244009345769882,0.5354298949241639,0.0913728326559067,98.23591610789303,5.95,5.57,calm,90.88299560546879
20,62,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00021.png,377,P2,99.98889923095699,2,13,23,False,False,False,Female,False,False,True,False,0.370222300291061,92.5523147583008,5.96466779708862,0.108208790421486,0.0663596987724304,0.0342670120298862,0.8337794542312621,0.0701746940612793,98.97459829971196,6.283333333333333,6.17,calm,92.5523147583008
21,66,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_2/00022.png,397,P2,99.98889923095699,3,17,29,False,False,False,Female,False,False,True,False,30.8081893920898,59.2882690429688,1.97798609733582,1.15608251094818,0.5053923726081849,0.31589901447296104,5.68033313751221,0.267850875854492,35.43966060876856,6.616666666666666,6.37,calm,59.2882690429688
